name,gender,name_owner
MARVA,F,null
DOROTHEA,F,null
TOMMIE,F,null
KARLA,F,null
JEWELL,F,null
LAVONNE,F,null
HARRIETT,F,null
CHERI,F,null
ROBBIE,F,null
CARLENE,F,null
HOPE,F,null
EUGENIA,F,null
ADDIE,F,null
APRIL,F,null
MARYANNE,F,null
JEANNINE,F,null
CORINNE,F,null
MEREDITH,F,null
FRANCIS,F,null
JUDIE,F,null
BELINDA,F,null
LIZZIE,F,null
MELISSA,F,null
MARLA,F,null
OLA,F,null
RHODA,F,null
KARIN,F,null
IVA,F,null
FERN,F,null
EDWINA,F,null
LOTTIE,F,null
JOHANNA,F,null
KATHARINE,F,null
CLARICE,F,null
AMANDA,F,null
CHERIE,F,null
LISA,F,null
ANTONIA,F,null
SYBIL,F,null
MAVIS,F,null
ELVA,F,null
LEOLA,F,null
RAE,F,null
EDDIE,F,null
ROSALYN,F,null
CASSANDRA,F,null
JAMES,F,null
SONIA,F,null
ARLEEN,F,null
ROSANNE,F,null
DEE,F,null
DOLLY,F,null
JANNIE,F,null
CORNELIA,F,null
DELOIS,F,null
NOLA,F,null
MELVA,F,null
MARYELLEN,F,null
IMOGENE,F,null
JERI,F,null
MARLYS,F,null
SHELLEY,F,null
CECILE,F,null
FREDDIE,F,null
NITA,F,null
ELVIRA,F,null
TAMARA,F,null
CANDICE,F,null
ANGELINA,F,null
JOLENE,F,null
MARGERY,F,null
EFFIE,F,null
MAY,F,null
MOLLIE,F,null
SHERRILL,F,null
MADELYN,F,null
LADONNA,F,null
SHERRI,F,null
MILLIE,F,null
ELNORA,F,null
DOTTIE,F,null
ALTA,F,null
ANGIE,F,null
MERRY,F,null
ELENA,F,null
CLEO,F,null
MARIETTA,F,null
KITTY,F,null
JAMIE,F,null
CHERRY,F,null
JESSICA,F,null
RUTHANN,F,null
NONA,F,null
JOE,F,null
CELESTE,F,null
ALYCE,F,null
QUEEN,F,null
MERLE,F,null
VIRGIE,F,null
CLARE,F,null
PEGGIE,F,null
ROBERT,F,null
NAN,F,null
LAUREN,F,null
JOHN,F,null
GERRY,F,null
NELL,F,null
HELENA,F,null
TGNA,F,null
MADELEINE,F,null
SHARI,F,null
LORAINE,F,null
DOLLIE,F,null
AURORA,F,null
GEORGETTE,F,null
SHARLENE,F,null
SHERI,F,null
CAROLANN,F,null
ROXIE,F,null
ROXANNE,F,null
WINNIE,F,null
DIAN,F,null
LOUELLA,F,null
ROSLYN,F,null
KAROL,F,null
CORRINE,F,null
KARON,F,null
CRYSTAL,F,null
LUELLA,F,null
GOLDIE,F,null
INGRID,F,null
CONSUELO,F,null
JULIANNE,F,null
BENNIE,F,null
LUCIA,F,null
CANDY,F,null
ARLINE,F,null
RONNIE,F,null
LEILA,F,null
MARYJANE,F,null
DARLEEN,F,null
HEATHER,F,null
ELINOR,F,null
NEVA,F,null
JEANINE,F,null
ELMA,F,null
REVA,F,null
HANNAH,F,null
ILA,F,null
SONYA,F,null
FRIEDA,F,null
RONDA,F,null
ANGELINE,F,null
LETHA,F,null
YVETTE,F,null
CARMELA,F,null
CARROLL,F,null
ODESSA,F,null
WILDA,F,null
RETHA,F,null
FREIDA,F,null
ROSALEE,F,null
MARILEE,F,null
KRISTIN,F,null
ELOUISE,F,null
CHARLEEN,F,null
CATHRYN,F,null
AILEEN,F,null
GEORGIANNA,F,null
ADELINE,F,null
JANA,F,null
SUZAN,F,null
ESPERANZA,F,null
LILLY,F,null
ESTER,F,null
SHAREN,F,null
NIKKI,F,null
TERRIE,F,null
MADONNA,F,null
ZELMA,F,null
RETA,F,null
CARROL,F,null
SHANNON,F,null
BOBBY,F,null
ELISABETH,F,null
LORENA,F,null
DINAH,F,null
MICHAEL,F,null
ROSELLA,F,null
CARMELLA,F,null
LARAINE,F,null
TERI,F,null
SYDNEY,F,null
LILY,F,null
DEANNE,F,null
WILLIAM,F,null
CHRIS,F,null
JANELLE,F,null
DORETHA,F,null
AVIS,F,null
CARYL,F,null
NANETTE,F,null
CALLIE,F,null
CHRISTY,F,null
ISABELLE,F,null
CHERYLE,F,null
TWILA,F,null
CAROLYNN,F,null
CHARLES,F,null
SAMMIE,F,null
LYNNETTE,F,null
CHRISTIE,F,null
JERILYN,F,null
CONCETTA,F,null
JERRI,F,null
OLIVE,F,null
CAMILLA,F,null
CORINE,F,null
LELIA,F,null
NANNIE,F,null
MALINDA,F,null
CELESTINE,F,null
JERRIE,F,null
THEODORA,F,null
EVANGELINE,F,null
OPHELIA,F,null
MICKEY,F,null
ELIZA,F,null
LESLEY,F,null
ANNETTA,F,null
LYN,F,null
FLORINE,F,null
GILDA,F,null
KERRY,F,null
ALISON,F,null
ELISE,F,null
MERCEDES,F,null
TOBY,F,null
KAROLYN,F,null
GAYLA,F,null
LESSIE,F,null
LUCILE,F,null
ROSEANNE,F,null
AVA,F,null
CLAUDINE,F,null
VERNELL,F,null
MINERVA,F,null
CAROLEE,F,null
PATRICA,F,null
SELMA,F,null
GAYE,F,null
CATHIE,F,null
LETA,F,null
JUSTINE,F,null
ANA,F,null
SUELLEN,F,null
ANNABELLE,F,null
LONA,F,null
DAPHNE,F,null
FLOSSIE,F,null
GEARLDINE,F,null
ELSA,F,null
DONNIE,F,null
NEDRA,F,null
ANNMARIE,F,null
HARRIETTE,F,null
GEORGENE,F,null
ALEXIS,F,null
LUCRETIA,F,null
DORENE,F,null
SOPHIE,F,null
PATTIE,F,null
LOUISA,F,null
MATILDA,F,null
GEORGIE,F,null
PORTIA,F,null
GEORGE,F,null
ALTHEA,F,null
GRETA,F,null
DENA,F,null
ALFREDA,F,null
MARIANN,F,null
BERYL,F,null
KATHERYN,F,null
SANDI,F,null
PHOEBE,F,null
JERALDINE,F,null
MARTA,F,null
ARDITH,F,null
GEORGIANA,F,null
MARGOT,F,null
CHARLIE,F,null
COLETTE,F,null
ANGELITA,F,null
LONNIE,F,null
LAURETTA,F,null
ORALIA,F,null
JODY,F,null
TREVA,F,null
JACKLYN,F,null
SUSANNA,F,null
JOSEFINA,F,null
HEIDI,F,null
VONDA,F,null
LORINE,F,null
RICHARD,F,null
ALEXANDRA,F,null
FRAN,F,null
JANINE,F,null
LIBBY,F,null
LEANNE,F,null
SUZETTE,F,null
ROBYN,F,null
ALINE,F,null
CAREN,F,null
ELIDA,F,null
BELVA,F,null
BARBRA,F,null
FELICIA,F,null
RHEA,F,null
BENITA,F,null
HESTER,F,null
BRIDGET,F,null
OPHELIA,F,null
CARLOTTA,F,null
CAROLINA,F,null
BONNY,F,null
LEA,F,null
CHARMAINE,F,null
KIM,F,null
ROSALINDA,F,null
EMILIE,F,null
MANUELA,F,null
ENID,F,null
ZELDA,F,null
WINONA,F,null
PANSY,F,null
ALANA,F,null
PEARLINE,F,null
KIMBERLY,F,null
MAUDE,F,null
JUANA,F,null
MARYJO,F,null
MARGRET,F,null
EVE,F,null
PETRA,F,null
JONNIE,F,null
ROWENA,F,null
CARLEEN,F,null
SOPHIA,F,null
DAVID,M,null
SHIRLEE,F,null
ADELA,F,null
ELISA,F,null
ALENE,F,null
VEDA,F,null
JANELL,F,null
DELMA,F,null
SHIRLENE,F,null
CATHARINE,F,null
GENE,GN,null
LAVERN,F,null
ROSELYN,F,null
DELPHINE,F,null
MARIANNA,F,null
KATHRINE,F,null
KATE,F,null
MARLYN,F,null
COLEEN,F,null
MILLICENT,F,null
SHERRYL,F,null
MARINA,F,null
NORENE,F,null
MARJORY,F,null
ALLIE,F,null
MARI,F,null
SHERRON,F,null
LEANNA,F,null
ERLINDA,F,null
THOMAS,F,null
MARGARETT,F,null
JULIETTE,F,null
JULIANA,F,null
MARTINA,F,null
SOCORRO,F,null
VALERIA,F,null
FRANCISCA,F,null
GLYNDA,F,null
EDYTHE,F,null
ALLENE,F,null
JACQUELIN,F,null
NANCI,F,null
ZELLA,F,null
MARCY,F,null
ARDIS,F,null
RONA,F,null
NOEL,F,null
CLEMENTINE,F,null
ALETA,F,null
LETITIA,F,null
GEORGINA,F,null
EVANGELINA,F,null
GAYNELL,F,null
BERTIE,F,null
TONYA,F,null
SIDNEY,F,null
WILHELMINA,F,null
ALVA,F,null
PRUDENCE,F,null
LUANNE,F,null
MARYLIN,F,null
LUANN,F,null
SHERON,F,null
ROSITA,F,null
JOELLEN,F,null
DEANA,F,null
PAMALA,F,null
KARYN,F,null
AURELIA,F,null
PHYLIS,F,null
CHARLINE,F,null
NILA,F,null
KRISTINA,F,null
TRACY,F,null
GINNY,F,null
JULIET,F,null
TANA,F,null
VELDA,F,null
RONNA,F,null
MAGDALENA,F,null
RAQUEL,F,null
GERI,F,null
CASSIE,F,null
LUE,F,null
DANIELLE,F,null
PATRICE,F,null
SUSANN,F,null
MARLEEN,F,null
BERTA,F,null
SUZANN,F,null
IVY,F,null
MAUDIE,F,null
ROMA,F,null
BIRDIE,F,null
LARRY,M,null
RENE,F,null
GINA,F,null
KARAN,F,null
MADGE,F,null
CHARLA,F,null
ADELAIDE,F,null
LINNEA,F,null
LURA,F,null
DESSIE,F,null
MARGE,F,null
LAVON,F,null
HELLEN,F,null
DORRIS,F,null
PAULETTA,F,null
ELEANORE,F,null
MAURINE,F,null
NANCIE,F,null
SYBLE,F,null
LEOTA,F,null
LEORA,F,null
JOYCELYN,F,null
KARLENE,F,null
DEIRDRE,F,null
CAROLYNE,F,null
KATHALEEN,F,null
KATHI,F,null
ROSARIO,F,null
IONA,F,null
GERMAINE,F,null
ERNESTINA,F,null
CHAROLETTE,F,null
MARYLYN,F,null
GUSSIE,F,null
LEANN,F,null
MARITA,F,null
URSULA,F,null
VERLA,F,null
VERNICE,F,null
CORDELIA,F,null
MARGARETTE,F,null
ISABELLA,F,null
CINDA,F,null
DANNA,F,null
PHILLIS,F,null
ROXANNA,F,null
ELAYNE,F,null
LONNA,F,null
DEBBY,F,null
DORCAS,F,null
JAUNITA,F,null
THEDA,F,null
CORLISS,F,null
LEIGH,F,null
LEILANI,F,null
VONNIE,F,null
IMA,F,null
CHERYLL,F,null
GRACIELA,F,null
LETTIE,F,null
JACQULINE,F,null
KRISTEN,F,null
LOLITA,F,null
DORINDA,F,null
VALARIE,F,null
LAUREEN,F,null
LUANA,F,null
MYRTIS,F,null
KATHLYN,F,null
NANNETTE,F,null
MARYLEE,F,null
RANDY,F,null
VADA,F,null
JACQUE,F,null
DARYL,F,null
PAMELLA,F,null
HEDY,F,null
DELILAH,F,null
GLINDA,F,null
RUBY,F,null
ROSANN,F,null
RANDI,F,null
RACHAEL,F,null
PENNIE,F,null
MELVINA,F,null
MARILOU,F,null
DEIDRE,F,null
DEENA,F,null
HALLIE,F,null
TWYLA,F,null
KRISTI,F,null
LAWANDA,F,null
LORI,F,null
KATRINA,F,null
RONALD,F,null
GEORGEANN,F,null
ILONA,F,null
MARIBETH,F,null
JOCELYN,F,null
SHELLY,F,null
NICKI,F,null
JANEY,F,null
OMA,F,null
SHERILYN,F,null
VICKEY,F,null
CARMELITA,F,null
DORTHA,F,null
JULIANN,F,null
ALLISON,F,null
LOLA,F,null
STARR,F,null
LINNIE,F,null
GEORGETTA,F,null
ALBERTHA,F,null
MARTY,F,null
MIMI,F,null
TRINA,F,null
ELISSA,F,null
SHELBA,F,null
LOUANN,F,null
EVONNE,F,null
ANNAMARIE,F,null
KATY,F,null
MARYBETH,F,null
ESTELA,F,null
AMBER,F,null
ELDA,F,null
HERLINDA,F,null
ROSANNA,F,null
